Event Count,location,Event duration,Latitude,Longitude,Cluster
0,"{'latitude': 21.0928232, 'longitude': 83.5287327}",1263.998,21.0928232,83.5287327,1
1,"{'latitude': 21.1912364, 'longitude': 83.5869311}",343.5,21.1912364,83.5869311,1
2,"{'latitude': 20.1986492, 'longitude': 83.2312064}",1358.165,20.1986492,83.2312064,1
3,"{'latitude': 19.891533333333335, 'longitude': 82.06593166666667}",2423.445,19.891533333333335,82.06593166666667,2
4,"{'latitude': 21.1667245, 'longitude': 83.5788649}",496.0,21.1667245,83.5788649,1
5,"{'latitude': 21.7103171, 'longitude': 86.6240053}",1547.0,21.7103171,86.6240053,0
6,"{'latitude': 20.6352218, 'longitude': 84.4216154}",812.452,20.6352218,84.4216154,1
7,"{'latitude': 22.3929965, 'longitude': 84.9511595}",355.83,22.3929965,84.9511595,0
8,"{'latitude': 19.891533333333335, 'longitude': 82.06593166666667}",1960.107,19.891533333333335,82.06593166666667,2
9,"{'latitude': 19.9067201, 'longitude': 83.1616117}",761.868,19.9067201,83.1616117,2
10,"{'latitude': 20.8387372, 'longitude': 84.322003}",331.828,20.8387372,84.322003,1
11,"{'latitude': 21.7661521, 'longitude': 85.9731422}",393.2,21.7661521,85.9731422,0
12,"{'latitude': 20.600849, 'longitude': 84.7848382}",961.272,20.600849,84.7848382,1
13,"{'latitude': 20.1621558, 'longitude': 84.4165334}",306.412,20.1621558,84.4165334,1
14,"{'latitude': 20.3554272, 'longitude': 83.4416472}",770.0,20.3554272,83.4416472,1
15,"{'latitude': 22.0866551, 'longitude': 86.1139743}",2032.834,22.0866551,86.1139743,0
16,"{'latitude': 19.9066723, 'longitude': 83.1615256}",1273.0,19.9066723,83.1615256,2
17,"{'latitude': 21.784626666666668, 'longitude': 84.58424666666667}",1116.75,21.784626666666668,84.58424666666667,1
18,"{'latitude': 20.8513879, 'longitude': 83.5097068}",1001.8,20.8513879,83.5097068,1
19,"{'latitude': 22.1148422, 'longitude': 84.0483031}",927.866,22.1148422,84.0483031,1
20,"{'latitude': 21.1967786, 'longitude': 83.5890014}",1391.0,21.1967786,83.5890014,1
21,"{'latitude': 21.203546, 'longitude': 85.5953121}",993.75,21.203546,85.5953121,0
22,"{'latitude': 19.346466666666668, 'longitude': 83.124055}",1208.75,19.346466666666668,83.124055,2
23,"{'latitude': 21.784615, 'longitude': 84.58432666666667}",357.5,21.784615,84.58432666666667,1
24,"{'latitude': 20.8386288, 'longitude': 84.3220207}",1126.548,20.8386288,84.3220207,1
25,"{'latitude': 22.3929965, 'longitude': 84.9511595}",729.0,22.3929965,84.9511595,0
26,"{'latitude': 21.1932192, 'longitude': 83.5878988}",643.5,21.1932192,83.5878988,1
27,"{'latitude': 20.1932977, 'longitude': 83.5152324}",309.913,20.1932977,83.5152324,1
28,"{'latitude': 18.8037004, 'longitude': 82.7172388}",1135.748,18.8037004,82.7172388,2
29,"{'latitude': 19.388086666666666, 'longitude': 82.26740333333333}",21786.8,19.388086666666666,82.26740333333333,2
30,"{'latitude': 18.2916265, 'longitude': 82.1204716}",390.0,18.2916265,82.1204716,2
31,"{'latitude': 20.1934262, 'longitude': 83.5150606}",329.336,20.1934262,83.5150606,1
32,"{'latitude': 19.5578387, 'longitude': 82.8627577}",2119.041,19.5578387,82.8627577,2
33,"{'latitude': 19.891256666666667, 'longitude': 82.06587666666667}",393.111,19.891256666666667,82.06587666666667,2
34,"{'latitude': 21.784686666666666, 'longitude': 84.58436}",1652.6,21.784686666666666,84.58436,1
35,"{'latitude': 19.39098, 'longitude': 82.27014166666666}",947.334,19.39098,82.27014166666666,2
36,"{'latitude': 22.3929901, 'longitude': 84.9511616}",968.336,22.3929901,84.9511616,0
37,"{'latitude': 19.13866, 'longitude': 82.31579333333333}",302.667,19.13866,82.31579333333333,2
38,"{'latitude': 20.2484255, 'longitude': 86.1680496}",886.834,20.2484255,86.1680496,0
39,"{'latitude': 19.346535, 'longitude': 83.12406333333334}",1693.33,19.346535,83.12406333333334,2
40,"{'latitude': 20.0819567, 'longitude': 82.4483129}",355.25,20.0819567,82.4483129,2
41,"{'latitude': 20.9426602, 'longitude': 83.5226449}",649.0,20.9426602,83.5226449,1
42,"{'latitude': 19.6241868, 'longitude': 83.4923814}",1001.332,19.6241868,83.4923814,2
43,"{'latitude': 19.5438179, 'longitude': 82.9308414}",444.476,19.5438179,82.9308414,2
44,"{'latitude': 21.3398064, 'longitude': 83.623116}",585.495,21.3398064,83.623116,1
45,"{'latitude': 21.2467402, 'longitude': 83.7064406}",317.0,21.2467402,83.7064406,1
46,"{'latitude': 19.9269266, 'longitude': 84.5822828}",326.104,19.9269266,84.5822828,1
47,"{'latitude': 18.1731, 'longitude': 81.54117666666667}",587.667,18.1731,81.54117666666667,2
48,"{'latitude': 20.0620859, 'longitude': 83.3848692}",770.0,20.0620859,83.3848692,2
49,"{'latitude': 19.388036666666668, 'longitude': 82.267505}",808.75,19.388036666666668,82.267505,2
50,"{'latitude': 20.2194667, 'longitude': 86.4427165}",597.664,20.2194667,86.4427165,0
51,"{'latitude': 21.1121543, 'longitude': 83.5600125}",309.166,21.1121543,83.5600125,1
52,"{'latitude': 19.891436666666667, 'longitude': 82.06591166666666}",896.223,19.891436666666667,82.06591166666666,2
53,"{'latitude': 20.0980656, 'longitude': 82.6304527}",2478.501,20.0980656,82.6304527,2
54,"{'latitude': 19.295236666666668, 'longitude': 82.72285166666667}",974.889,19.295236666666668,82.72285166666667,2
55,"{'latitude': 19.719096666666665, 'longitude': 82.37015333333333}",672.444,19.719096666666665,82.37015333333333,2
56,"{'latitude': 21.8802406, 'longitude': 84.0264487}",381.743,21.8802406,84.0264487,1
57,"{'latitude': 20.8431758, 'longitude': 83.9091724}",1425.86,20.8431758,83.9091724,1
58,"{'latitude': 19.295201666666667, 'longitude': 82.72284666666667}",2388.111,19.295201666666667,82.72284666666667,2
59,"{'latitude': 19.13878, 'longitude': 82.31582166666666}",330.333,19.13878,82.31582166666666,2
60,"{'latitude': 20.8473127, 'longitude': 83.8962029}",320.656,20.8473127,83.8962029,1
61,"{'latitude': 20.9795723, 'longitude': 83.4893718}",2541.169,20.9795723,83.4893718,1
62,"{'latitude': 22.2134937, 'longitude': 86.2870009}",382.256,22.2134937,86.2870009,0
63,"{'latitude': 20.4070143, 'longitude': 86.3459746}",794.745,20.4070143,86.3459746,0
64,"{'latitude': 19.5337977, 'longitude': 83.4962794}",855.0,19.5337977,83.4962794,2
65,"{'latitude': 20.6730636, 'longitude': 86.1111842}",370.0,20.6730636,86.1111842,0
66,"{'latitude': 21.2086778, 'longitude': 83.591662}",855.833,21.2086778,83.591662,1
67,"{'latitude': 22.1352065, 'longitude': 84.4204778}",356.0,22.1352065,84.4204778,1
68,"{'latitude': 18.610785, 'longitude': 82.59544166666667}",534.666,18.610785,82.59544166666667,2
69,"{'latitude': 18.3636671, 'longitude': 81.8984157}",329.444,18.3636671,81.8984157,2
70,"{'latitude': 19.05965, 'longitude': 82.53361666666666}",308.556,19.05965,82.53361666666666,2
71,"{'latitude': 19.71909, 'longitude': 82.37029333333334}",524.778,19.71909,82.37029333333334,2
72,"{'latitude': 19.5337977, 'longitude': 83.4962794}",552.572,19.5337977,83.4962794,2
73,"{'latitude': 20.6280273, 'longitude': 83.6859811}",383.336,20.6280273,83.6859811,1
74,"{'latitude': 21.5311414, 'longitude': 84.3744885}",389.336,21.5311414,84.3744885,1
75,"{'latitude': 21.5742995, 'longitude': 84.164804}",358.253,21.5742995,84.164804,1
76,"{'latitude': 19.822093, 'longitude': 83.4308149}",1264.586,19.822093,83.4308149,2
77,"{'latitude': 18.109076666666667, 'longitude': 81.65951333333334}",342.0,18.109076666666667,81.65951333333334,2
78,"{'latitude': 20.6534847, 'longitude': 85.6008267}",330.996,20.6534847,85.6008267,0
79,"{'latitude': 19.2389678, 'longitude': 83.8231303}",621.111,19.2389678,83.8231303,2
80,"{'latitude': 20.2450888, 'longitude': 82.5735411}",460.59,20.2450888,82.5735411,2
81,"{'latitude': 20.7099256, 'longitude': 83.5084062}",595.0,20.7099256,83.5084062,1
82,"{'latitude': 18.3636832, 'longitude': 81.8982343}",927.777,18.3636832,81.8982343,2
83,"{'latitude': 20.3205718, 'longitude': 86.5211017}",307.161,20.3205718,86.5211017,0
84,"{'latitude': 20.2787909, 'longitude': 86.293416}",309.664,20.2787909,86.293416,0
85,"{'latitude': 22.2776727, 'longitude': 86.0702321}",988.0,22.2776727,86.0702321,0
86,"{'latitude': 21.2679943, 'longitude': 85.4678515}",330.667,21.2679943,85.4678515,0
87,"{'latitude': 21.2315202, 'longitude': 83.6157737}",387.0,21.2315202,83.6157737,1
88,"{'latitude': 18.073723333333334, 'longitude': 81.74869333333334}",503.112,18.073723333333334,81.74869333333334,2
89,"{'latitude': 21.5712418, 'longitude': 87.0804328}",1211.832,21.5712418,87.0804328,0
90,"{'latitude': 21.685506, 'longitude': 87.415259}",426.083,21.685506,87.415259,0
91,"{'latitude': 19.9069055, 'longitude': 83.1614229}",1082.716,19.9069055,83.1614229,2
92,"{'latitude': 20.6086542, 'longitude': 85.1957634}",352.273,20.6086542,85.1957634,0
93,"{'latitude': 20.7691865, 'longitude': 86.1526994}",391.25,20.7691865,86.1526994,0
94,"{'latitude': 21.0704838, 'longitude': 84.4041567}",405.084,21.0704838,84.4041567,1
95,"{'latitude': 22.277898, 'longitude': 86.0702703}",341.336,22.277898,86.0702703,0
96,"{'latitude': 21.0553899, 'longitude': 82.7935172}",319.003,21.0553899,82.7935172,1
97,"{'latitude': 21.8427443, 'longitude': 86.9451885}",480.913,21.8427443,86.9451885,0
98,"{'latitude': 22.0258021, 'longitude': 86.9443441}",462.666,22.0258021,86.9443441,0
99,"{'latitude': 22.5204542, 'longitude': 86.0805671}",412.169,22.5204542,86.0805671,0
100,"{'latitude': 20.2220912, 'longitude': 86.5363084}",420.079,20.2220912,86.5363084,0
101,"{'latitude': 20.7061731, 'longitude': 83.4871676}",1215.48,20.7061731,83.4871676,1
102,"{'latitude': 21.0818797, 'longitude': 83.5257965}",598.5,21.0818797,83.5257965,1
103,"{'latitude': 20.32404, 'longitude': 86.5355556}",558.375,20.32404,86.5355556,0
104,"{'latitude': 20.8194115, 'longitude': 86.1998766}",311.0,20.8194115,86.1998766,0
105,"{'latitude': 20.7099256, 'longitude': 83.5084062}",547.087,20.7099256,83.5084062,1
106,"{'latitude': 19.346376666666668, 'longitude': 83.12413}",365.556,19.346376666666668,83.12413,2
107,"{'latitude': 19.276968333333333, 'longitude': 82.23857666666666}",374.416,19.276968333333333,82.23857666666666,2
108,"{'latitude': 22.4647555, 'longitude': 84.085213}",686.0,22.4647555,84.085213,1
109,"{'latitude': 21.9388758, 'longitude': 86.7472478}",2592.991,21.9388758,86.7472478,0
110,"{'latitude': 20.6851502, 'longitude': 83.4736607}",342.33,20.6851502,83.4736607,1
111,"{'latitude': 20.289642100000002, 'longitude': 86.0986123}",549.272,20.289642100000002,86.0986123,0
112,"{'latitude': 20.8472177, 'longitude': 83.8931229}",519.308,20.8472177,83.8931229,1
113,"{'latitude': 19.547108333333334, 'longitude': 83.366005}",377.889,19.547108333333334,83.366005,2
114,"{'latitude': 19.4826488, 'longitude': 84.7453826}",395.136,19.4826488,84.7453826,2
115,"{'latitude': 20.8053894, 'longitude': 86.2384944}",330.003,20.8053894,86.2384944,0
116,"{'latitude': 20.4499929, 'longitude': 85.9266914}",791.415,20.4499929,85.9266914,0
117,"{'latitude': 21.0014643, 'longitude': 83.0596867}",301.415,21.0014643,83.0596867,1
118,"{'latitude': 20.7691148, 'longitude': 86.1524381}",439.913,20.7691148,86.1524381,0
119,"{'latitude': 20.2939023, 'longitude': 82.7600937}",402.968,20.2939023,82.7600937,2
120,"{'latitude': 21.07971, 'longitude': 86.6351282}",394.83,21.07971,86.6351282,0
121,"{'latitude': 19.0479738, 'longitude': 82.5534096}",307.727,19.0479738,82.5534096,2
122,"{'latitude': 20.3182075, 'longitude': 86.1005598}",718.0,20.3182075,86.1005598,0
123,"{'latitude': 20.6012041, 'longitude': 84.7850605}",1873.17,20.6012041,84.7850605,1
124,"{'latitude': 19.3643415, 'longitude': 83.7065697}",444.222,19.3643415,83.7065697,2
125,"{'latitude': 22.1039536, 'longitude': 86.7635697}",321.338,22.1039536,86.7635697,0
126,"{'latitude': 20.7746456, 'longitude': 85.3851517}",306.502,20.7746456,85.3851517,0
127,"{'latitude': 21.472894, 'longitude': 84.3883642}",619.583,21.472894,84.3883642,1
128,"{'latitude': 20.3890041, 'longitude': 86.407769}",302.419,20.3890041,86.407769,0
129,"{'latitude': 20.9881716, 'longitude': 85.9879442}",594.249,20.9881716,85.9879442,0
130,"{'latitude': 20.8238428, 'longitude': 83.9125442}",512.253,20.8238428,83.9125442,1
131,"{'latitude': 20.7080341, 'longitude': 83.1322231}",1254.0,20.7080341,83.1322231,1
132,"{'latitude': 20.9556069, 'longitude': 83.6826781}",572.5,20.9556069,83.6826781,1
133,"{'latitude': 20.8302225, 'longitude': 86.2007926}",524.0,20.8302225,86.2007926,0
134,"{'latitude': 19.326633333333334, 'longitude': 83.98909166666667}",390.667,19.326633333333334,83.98909166666667,2
135,"{'latitude': 20.4550724, 'longitude': 86.4577698}",751.0,20.4550724,86.4577698,0
136,"{'latitude': 22.264965, 'longitude': 86.1744932}",330.17,22.264965,86.1744932,0
137,"{'latitude': 20.769326, 'longitude': 86.1524973}",357.913,20.769326,86.1524973,0
138,"{'latitude': 22.074177, 'longitude': 86.6501082}",543.585,22.074177,86.6501082,0
139,"{'latitude': 21.2477991, 'longitude': 83.708154}",580.17,21.2477991,83.708154,1
140,"{'latitude': 22.4026389, 'longitude': 84.7324032}",384.167,22.4026389,84.7324032,1
141,"{'latitude': 21.1756079, 'longitude': 83.4413601}",356.0,21.1756079,83.4413601,1
142,"{'latitude': 22.4433833, 'longitude': 86.0744548}",483.0,22.4433833,86.0744548,0
143,"{'latitude': 20.3820392, 'longitude': 85.532745}",603.087,20.3820392,85.532745,0
144,"{'latitude': 20.643886, 'longitude': 84.8436368}",423.332,20.643886,84.8436368,1
145,"{'latitude': 20.4575812, 'longitude': 83.4136117}",305.5,20.4575812,83.4136117,1
146,"{'latitude': 18.8650803, 'longitude': 82.5730154}",613.228,18.8650803,82.5730154,2
147,"{'latitude': 21.7059144, 'longitude': 87.2198666}",317.581,21.7059144,87.2198666,0
148,"{'latitude': 20.5022978, 'longitude': 82.6714913}",520.334,20.5022978,82.6714913,1
149,"{'latitude': 22.4059899, 'longitude': 86.1841646}",420.0,22.4059899,86.1841646,0
150,"{'latitude': 20.2913099, 'longitude': 82.6650306}",436.498,20.2913099,82.6650306,2
151,"{'latitude': 21.7661826, 'longitude': 85.9730429}",371.0,21.7661826,85.9730429,0
152,"{'latitude': 21.4910196, 'longitude': 87.0422349}",310.0,21.4910196,87.0422349,0
153,"{'latitude': 20.3410397, 'longitude': 82.8546438}",344.724,20.3410397,82.8546438,1
154,"{'latitude': 20.8345262, 'longitude': 86.4772543}",453.668,20.8345262,86.4772543,0
155,"{'latitude': 18.9344517, 'longitude': 83.2600125}",342.0,18.9344517,83.2600125,2
156,"{'latitude': 20.268861, 'longitude': 86.5046247}",428.332,20.268861,86.5046247,0
157,"{'latitude': 19.142165, 'longitude': 82.332385}",320.334,19.142165,82.332385,2
158,"{'latitude': 22.2925786, 'longitude': 84.1055649}",441.0,22.2925786,84.1055649,1
159,"{'latitude': 18.9719999, 'longitude': 84.1571906}",1037.778,18.9719999,84.1571906,2
160,"{'latitude': 20.5262332, 'longitude': 82.5870754}",789.0,20.5262332,82.5870754,1
161,"{'latitude': 17.8179167, 'longitude': 81.4051582}",792.548,17.8179167,81.4051582,2
162,"{'latitude': 20.2948349, 'longitude': 82.7583514}",1742.172,20.2948349,82.7583514,2
163,"{'latitude': 20.6399073, 'longitude': 82.6151451}",326.583,20.6399073,82.6151451,1
164,"{'latitude': 20.386512, 'longitude': 86.4829851}",320.245,20.386512,86.4829851,0
165,"{'latitude': 20.8338496, 'longitude': 86.2006968}",720.415,20.8338496,86.2006968,0
166,"{'latitude': 22.074221, 'longitude': 86.650046}",505.249,22.074221,86.650046,0
167,"{'latitude': 19.036233333333332, 'longitude': 83.16699166666666}",558.222,19.036233333333332,83.16699166666666,2
168,"{'latitude': 21.3192691, 'longitude': 86.7359555}",519.25,21.3192691,86.7359555,0
169,"{'latitude': 20.7011142, 'longitude': 86.1338258}",716.83,20.7011142,86.1338258,0
170,"{'latitude': 20.1403081, 'longitude': 86.3751479}",533.668,20.1403081,86.3751479,0
171,"{'latitude': 21.9050895, 'longitude': 87.1145976}",370.0,21.9050895,87.1145976,0
172,"{'latitude': 20.6274094, 'longitude': 84.4256847}",398.836,20.6274094,84.4256847,1
173,"{'latitude': 19.597495, 'longitude': 83.881165}",838.111,19.597495,83.881165,2
174,"{'latitude': 19.142201666666665, 'longitude': 82.31936666666667}",389.112,19.142201666666665,82.31936666666667,2
175,"{'latitude': 20.5992213, 'longitude': 86.8168291}",308.498,20.5992213,86.8168291,0
176,"{'latitude': 20.4517102, 'longitude': 83.5139656}",359.5,20.4517102,83.5139656,1
177,"{'latitude': 18.880696666666665, 'longitude': 82.562125}",365.556,18.880696666666665,82.562125,2
178,"{'latitude': 19.4428121, 'longitude': 83.6016726}",347.889,19.4428121,83.6016726,2
179,"{'latitude': 20.989069100000002, 'longitude': 85.9883717}",461.0,20.989069100000002,85.9883717,0
180,"{'latitude': 21.2672386, 'longitude': 83.5501336}",538.5,21.2672386,83.5501336,1
181,"{'latitude': 21.8711, 'longitude': 83.9863324}",343.998,21.8711,83.9863324,1
182,"{'latitude': 20.899238, 'longitude': 85.4061454}",544.664,20.899238,85.4061454,0
183,"{'latitude': 17.984923333333334, 'longitude': 81.58056333333333}",762.666,17.984923333333334,81.58056333333333,2
184,"{'latitude': 21.51481666666667, 'longitude': 86.53555}",380.415,21.51481666666667,86.53555,0
185,"{'latitude': 21.7925417, 'longitude': 85.8963722}",646.664,21.7925417,85.8963722,0
186,"{'latitude': 18.7268952, 'longitude': 82.2111469}",426.555,18.7268952,82.2111469,2
187,"{'latitude': 20.7065984, 'longitude': 86.1109602}",938.415,20.7065984,86.1109602,0
188,"{'latitude': 22.3048847, 'longitude': 86.1856974}",372.75,22.3048847,86.1856974,0
189,"{'latitude': 21.5407005, 'longitude': 86.2186401}",451.0,21.5407005,86.2186401,0
190,"{'latitude': 22.0636449, 'longitude': 86.6493346}",596.917,22.0636449,86.6493346,0
191,"{'latitude': 20.693517, 'longitude': 84.0067361}",470.417,20.693517,84.0067361,1
192,"{'latitude': 22.2916651, 'longitude': 84.1056838}",421.0,22.2916651,84.1056838,1
193,"{'latitude': 21.923805, 'longitude': 86.71677666666666}",369.0,21.923805,86.71677666666666,0
194,"{'latitude': 19.0905959, 'longitude': 84.3242397}",302.667,19.0905959,84.3242397,2
195,"{'latitude': 22.2057181, 'longitude': 86.1315718}",336.253,22.2057181,86.1315718,0
196,"{'latitude': 19.482015, 'longitude': 82.80646833333333}",548.334,19.482015,82.80646833333333,2
197,"{'latitude': 19.658941666666667, 'longitude': 82.13051333333334}",373.333,19.658941666666667,82.13051333333334,2
198,"{'latitude': 21.6586172, 'longitude': 86.4983095}",701.0,21.6586172,86.4983095,0
199,"{'latitude': 19.3122045, 'longitude': 84.8024315}",2126.032,19.3122045,84.8024315,2
200,"{'latitude': 20.6665162, 'longitude': 83.3202428}",358.5,20.6665162,83.3202428,1
201,"{'latitude': 21.923725, 'longitude': 86.716485}",400.245,21.923725,86.716485,0
202,"{'latitude': 19.384708333333332, 'longitude': 82.98647}",483.555,19.384708333333332,82.98647,2
203,"{'latitude': 20.7691481, 'longitude': 86.1529767}",310.328,20.7691481,86.1529767,0
204,"{'latitude': 20.8077095, 'longitude': 82.5357871}",356.337,20.8077095,82.5357871,1
205,"{'latitude': 19.1803239, 'longitude': 83.0934384}",324.333,19.1803239,83.0934384,2
206,"{'latitude': 18.554221666666667, 'longitude': 82.20747}",422.556,18.554221666666667,82.20747,2
207,"{'latitude': 20.8813841, 'longitude': 85.4300322}",340.0,20.8813841,85.4300322,0
208,"{'latitude': 21.4048097, 'longitude': 83.9881745}",325.167,21.4048097,83.9881745,1
209,"{'latitude': 19.0501394, 'longitude': 84.1485919}",373.445,19.0501394,84.1485919,2
210,"{'latitude': 20.6985815, 'longitude': 84.1325703}",360.5,20.6985815,84.1325703,1
211,"{'latitude': 21.6663224, 'longitude': 83.6124519}",655.166,21.6663224,83.6124519,1
212,"{'latitude': 21.1983018, 'longitude': 86.5991235}",429.996,21.1983018,86.5991235,0
213,"{'latitude': 19.0490442, 'longitude': 82.5534301}",878.556,19.0490442,82.5534301,2
214,"{'latitude': 20.9404733, 'longitude': 85.3349881}",527.0,20.9404733,85.3349881,0
215,"{'latitude': 22.1848495, 'longitude': 86.1152286}",564.0,22.1848495,86.1152286,0
216,"{'latitude': 18.36452, 'longitude': 81.89206333333334}",1472.112,18.36452,81.89206333333334,2
217,"{'latitude': 21.4937804, 'longitude': 83.9899776}",342.5,21.4937804,83.9899776,1
218,"{'latitude': 21.784186666666667, 'longitude': 84.58420833333334}",956.466,21.784186666666667,84.58420833333334,1
219,"{'latitude': 21.0473117, 'longitude': 82.7797863}",648.167,21.0473117,82.7797863,1
220,"{'latitude': 20.7289416, 'longitude': 84.9832155}",370.664,20.7289416,84.9832155,0
221,"{'latitude': 20.7929216, 'longitude': 83.2664651}",461.085,20.7929216,83.2664651,1
222,"{'latitude': 20.852613, 'longitude': 85.947677}",426.336,20.852613,85.947677,0
223,"{'latitude': 20.7693377, 'longitude': 86.1528019}",455.082,20.7693377,86.1528019,0
224,"{'latitude': 18.645696666666666, 'longitude': 82.66295666666667}",342.0,18.645696666666666,82.66295666666667,2
225,"{'latitude': 21.7529253, 'longitude': 84.6077046}",435.417,21.7529253,84.6077046,1
226,"{'latitude': 19.2318162, 'longitude': 82.5490426}",571.892,19.2318162,82.5490426,2
227,"{'latitude': 21.6289834, 'longitude': 86.1131187}",371.166,21.6289834,86.1131187,0
228,"{'latitude': 18.8781144, 'longitude': 82.7530785}",712.445,18.8781144,82.7530785,2
229,"{'latitude': 18.853231666666666, 'longitude': 83.87167666666667}",302.667,18.853231666666666,83.87167666666667,2
230,"{'latitude': 21.7614357, 'longitude': 83.7730479}",585.0,21.7614357,83.7730479,1
231,"{'latitude': 21.4301853, 'longitude': 83.6463537}",344.999,21.4301853,83.6463537,1
232,"{'latitude': 20.9179401, 'longitude': 83.3249021}",364.332,20.9179401,83.3249021,1
233,"{'latitude': 21.2767899, 'longitude': 86.6146602}",573.336,21.2767899,86.6146602,0
234,"{'latitude': 19.3056383, 'longitude': 84.7950458}",383.516,19.3056383,84.7950458,2
235,"{'latitude': 19.3505176, 'longitude': 83.7875528}",353.778,19.3505176,83.7875528,2
236,"{'latitude': 19.6038437, 'longitude': 83.6520707}",575.889,19.6038437,83.6520707,2
237,"{'latitude': 21.4166844, 'longitude': 83.8681687}",417.076,21.4166844,83.8681687,1
238,"{'latitude': 19.239065, 'longitude': 83.823135}",341.0,19.239065,83.823135,2
239,"{'latitude': 20.4662249, 'longitude': 82.9202893}",1526.244,20.4662249,82.9202893,1
240,"{'latitude': 20.04635, 'longitude': 81.93417833333334}",353.778,20.04635,81.93417833333334,2
241,"{'latitude': 18.073526666666666, 'longitude': 81.75049833333334}",941.445,18.073526666666666,81.75049833333334,2
242,"{'latitude': 20.205146666666668, 'longitude': 82.92942166666667}",843.222,20.205146666666668,82.92942166666667,2
243,"{'latitude': 20.5051013, 'longitude': 86.4678807}",308.747,20.5051013,86.4678807,0
244,"{'latitude': 22.1592229, 'longitude': 86.4109196}",309.664,22.1592229,86.4109196,0
245,"{'latitude': 20.7160894, 'longitude': 85.5315693}",484.083,20.7160894,85.5315693,0
246,"{'latitude': 19.3435228, 'longitude': 83.5937979}",574.332,19.3435228,83.5937979,2
247,"{'latitude': 21.3377463, 'longitude': 83.6226186}",1830.238,21.3377463,83.6226186,1
248,"{'latitude': 20.9975994, 'longitude': 83.0612536}",1805.38,20.9975994,83.0612536,1
249,"{'latitude': 21.2948552, 'longitude': 86.6901775}",461.087,21.2948552,86.6901775,0
250,"{'latitude': 20.7914401, 'longitude': 86.4019977}",680.0,20.7914401,86.4019977,0
251,"{'latitude': 20.6366423, 'longitude': 86.3342321}",370.0,20.6366423,86.3342321,0
252,"{'latitude': 19.0479961, 'longitude': 82.5534312}",330.222,19.0479961,82.5534312,2
253,"{'latitude': 20.3181767, 'longitude': 86.1005863}",329.638,20.3181767,86.1005863,0
254,"{'latitude': 21.1836137, 'longitude': 83.5936553}",465.749,21.1836137,83.5936553,1
255,"{'latitude': 21.6579296, 'longitude': 83.9390453}",644.919,21.6579296,83.9390453,1
256,"{'latitude': 20.8265758, 'longitude': 83.9194167}",473.17,20.8265758,83.9194167,1
257,"{'latitude': 22.2779739, 'longitude': 86.0699456}",739.249,22.2779739,86.0699456,0
258,"{'latitude': 22.1173341, 'longitude': 84.0598694}",753.502,22.1173341,84.0598694,1
259,"{'latitude': 18.8649484, 'longitude': 82.5731209}",854.738,18.8649484,82.5731209,2
260,"{'latitude': 19.0978561, 'longitude': 84.2053566}",307.466,19.0978561,84.2053566,2
261,"{'latitude': 21.6355593, 'longitude': 85.6078763}",554.0,21.6355593,85.6078763,0
262,"{'latitude': 21.5041296, 'longitude': 84.0819022}",486.5,21.5041296,84.0819022,1
263,"{'latitude': 20.8192473, 'longitude': 86.2015034}",509.0,20.8192473,86.2015034,0
264,"{'latitude': 20.8076822, 'longitude': 82.5359186}",924.663,20.8076822,82.5359186,1
265,"{'latitude': 19.57949, 'longitude': 83.74422}",497.223,19.57949,83.74422,2
266,"{'latitude': 20.8387176, 'longitude': 84.3222155}",1036.172,20.8387176,84.3222155,1
267,"{'latitude': 21.5204349, 'longitude': 86.1563938}",329.664,21.5204349,86.1563938,0
268,"{'latitude': 19.705223333333333, 'longitude': 82.549615}",542.445,19.705223333333333,82.549615,2
269,"{'latitude': 19.2306336, 'longitude': 82.5500835}",1568.445,19.2306336,82.5500835,2
270,"{'latitude': 19.216098333333335, 'longitude': 82.54669166666666}",684.0,19.216098333333335,82.54669166666666,2
271,"{'latitude': 21.9497052, 'longitude': 84.1763987}",384.0,21.9497052,84.1763987,1
272,"{'latitude': 21.80453, 'longitude': 84.69621833333333}",936.778,21.80453,84.69621833333333,1
273,"{'latitude': 21.7982975, 'longitude': 86.6627913}",454.0,21.7982975,86.6627913,0
274,"{'latitude': 21.4447208, 'longitude': 86.7603183}",303.664,21.4447208,86.7603183,0
275,"{'latitude': 21.0165409, 'longitude': 83.3065119}",564.0,21.0165409,83.3065119,1
276,"{'latitude': 19.2018009, 'longitude': 83.5954955}",815.667,19.2018009,83.5954955,2
277,"{'latitude': 19.270415, 'longitude': 84.77719166666667}",768.555,19.270415,84.77719166666667,2
278,"{'latitude': 21.9475969, 'longitude': 86.5924384}",310.996,21.9475969,86.5924384,0
279,"{'latitude': 18.8661311, 'longitude': 82.5704321}",456.0,18.8661311,82.5704321,2
280,"{'latitude': 18.861841666666667, 'longitude': 82.31896}",342.0,18.861841666666667,82.31896,2
281,"{'latitude': 18.369851666666666, 'longitude': 82.03567833333334}",369.555,18.369851666666666,82.03567833333334,2
282,"{'latitude': 19.188531666666666, 'longitude': 83.73146}",359.667,19.188531666666666,83.73146,2
283,"{'latitude': 20.924522, 'longitude': 82.812114}",424.0,20.924522,82.812114,1
284,"{'latitude': 21.1401354, 'longitude': 86.0698394}",564.253,21.1401354,86.0698394,0
285,"{'latitude': 21.587040000000002, 'longitude': 86.94595666666666}",1007.834,21.587040000000002,86.94595666666666,0
